,ma30_50_signal,ma30_200_signal,ma50_200_signal,Obv_signal,sma100_signal,macd_signal,adx_signal,stoch_signal,roc_signal,rsi_signal,cci_signal,atr_signal,wpr_signal,bb_signal,Close
126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.4000015258789
127,0,0,0,0,1,0,0,1,0,0,0,0,0,0,86.0999984741211
128,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,86.04000091552734
129,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,85.80000305175781
130,0,0,0,0,1,0,0,0,0,0,1,0,0,1,85.66999816894531
131,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,84.7300033569336
132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.83999633789062
133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.70999908447266
134,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,86.69000244140625
135,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,84.68000030517578
136,0,0,0,0,1,0,0,0,0,0,1,0,0,0,84.76000213623047
137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.52999877929688
138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.0199966430664
139,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,86.76000213623047
140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.25
141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.91999816894531
142,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,85.19000244140625
143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.70999908447266
144,0,0,0,0,1,0,0,0,0,0,0,0,1,0,84.62999725341797
145,0,0,0,0,1,0,0,0,0,0,1,0,0,0,82.5
146,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,80.69999694824219
147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.9800033569336
148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.73999786376953
149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.61000061035156
150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.58999633789062
151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.33000183105469
152,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,80.80000305175781
153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.41999816894531
154,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,80.88999938964844
155,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,80.16999816894531
156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.62000274658203
157,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,79.33999633789062
158,0,0,0,0,1,0,0,0,1,0,0,0,0,0,79.91000366210938
159,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,80.5
160,0,0,0,1,1,0,0,0,1,0,0,0,0,0,80.9800033569336
